Index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,objName,gPSFMag,rPSFMag,iPSFMag,zPSFMag,yPSFMag,gPSFMagErr,rPSFMagErr,iPSFMagErr,zPSFMagErr,yPSFMagErr,gKronMag,rKronMag,iKronMag,zKronMag,yKronMag,gKronMagErr,rKronMagErr,iKronMagErr,zKronMagErr,yKronMagErr,gKronRad,rKronRad,iKronRad,zKronRad,yKronRad,gexpTime,rexpTime,iexpTime,zexpTime,yexpTime,distance,Index
0,39627744736186871,136.4206535737615,-1.8240104985713113,main,bright,40951,PSO J136.4207-01.8240,21.75659942626953,20.026399612426758,19.387100219726562,19.15060043334961,19.089599609375,0.07041800022125244,0.019721999764442444,0.0079969996586442,0.018192000687122345,0.03365200012922287,21.0039005279541,19.809799194335938,19.142799377441406,18.84469985961914,18.726299285888672,0.06831000000238419,0.023072000592947006,0.010223999619483948,0.024522000923752785,0.0430230014026165,2.9949400424957275,2.816149950027466,2.916069984436035,2.8816699981689453,2.736449956893921,982.0,820.0,1575.0,750.0,720.0,0.023045138246746616,1000
1,39627744773933932,138.66248792167585,-1.737118229554151,main,dark,27275,PSO J138.6625-01.7371,22.877599716186523,20.90489959716797,20.03529930114746,19.630599975585938,19.361099243164062,0.12602099776268005,0.025332000106573105,0.014535999856889248,0.0199740007519722,0.04089299961924553,22.714399337768555,20.647600173950195,19.743099212646484,19.318300247192383,19.23859977722168,0.16384199261665344,0.034223999828100204,0.020641999319195747,0.02715899981558323,0.059039000421762466,2.511889934539795,2.9598400592803955,3.4258201122283936,2.665800094604492,2.290750026702881,706.0,884.0,1748.0,570.0,720.0,0.015467610290597766,1001
2,39627744799099647,140.13934603669014,-1.7459032623178583,main,bright,27276,PSO J140.1394-01.7459,21.100500106811523,19.528799057006836,18.989999771118164,18.92460060119629,18.6033992767334,0.0268389992415905,0.008088000118732452,0.005284000188112259,0.03117400035262108,0.019719000905752182,20.776899337768555,19.246000289916992,18.576000213623047,18.406099319458008,18.34040069580078,0.03378299996256828,0.011177999898791313,0.008131000213325024,0.03873499855399132,0.02717900089919567,3.024060010910034,3.7105300426483154,4.1597700119018555,3.169450044631958,2.7679901123046875,792.0,1130.0,1928.0,750.0,880.0,0.02766011117309363,1002
3,39627744899760200,146.0009484839519,-1.7011996144998094,main,dark,27196,PSO J146.0010-01.7012,22.811199188232422,20.922800064086914,20.26110076904297,19.827899932861328,19.44659996032715,0.11425700038671494,0.027627000585198402,0.018262000754475594,0.02264700084924698,0.03872400149703026,,20.492599487304688,19.765499114990234,19.487300872802734,19.268800735473633,,0.03325200080871582,0.022585000842809677,0.031150000169873238,0.05527900159358978,,3.2148799896240234,3.1930599212646484,2.470060110092163,2.4594199657440186,724.0,732.0,1504.0,600.0,620.0,0.06252518148084059,1003
4,39627744899760200,146.0009484839519,-1.7011996144998094,main,dark,27196,PSO J146.0010-01.7012,22.80190086364746,21.005399703979492,20.205799102783203,19.850400924682617,19.44700050354004,0.11751600354909897,0.02847599983215332,0.018024999648332596,0.02240700088441372,0.03950800001621246,,20.5846004486084,19.79319953918457,19.497800827026367,19.322900772094727,,0.034370001405477524,0.022948000580072403,0.030851000919938087,0.05665300041437149,,3.0258800983428955,3.132999897003174,2.4423000812530518,2.395750045776367,620.0,892.0,1729.0,720.0,740.0,0.06252518148084059,1003
5,39627744971064331,150.30762050635707,-1.85421795419393,main,dark,27211,PSO J150.3076-01.8542,22.454500198364258,20.887300491333008,20.104700088500977,19.749900817871094,19.384000778198242,0.0789870023727417,0.02859400026500225,0.01157000008970499,0.015604999847710133,0.0379210002720356,21.886999130249023,20.631999969482422,19.91510009765625,19.1781005859375,19.25550079345703,0.08728600293397903,0.03708900138735771,0.015399999916553497,0.02057100087404251,0.05073900148272514,3.006999969482422,2.8308699131011963,2.7114500999450684,3.1067399978637695,2.3885700702667236,792.0,776.0,1632.0,676.0,870.0,0.02892300578371701,1004
6,39627745013009446,152.86816079314488,-1.7408870181570666,sv1,bright,27207,PSO J152.8682-01.7409,22.044099807739258,20.005800247192383,19.443199157714844,19.21030044555664,18.847700119018555,0.08465500175952911,0.011642999947071075,0.00836700014770031,0.014201999641954899,0.021956000477075577,21.516799926757812,19.638200759887695,18.956899642944336,18.698999404907227,18.411800384521484,0.08792100101709366,0.014888999983668327,0.010614999569952488,0.01771399937570095,0.029196999967098236,2.4636199474334717,3.3708300590515137,3.6243700981140137,3.2009599208831787,3.0291600227355957,534.0,712.0,1234.0,616.0,840.0,0.00965402421661241,1005
7,39627745088505948,157.34409921710306,-1.874278951771604,main,bright,26876,PSO J157.3441-01.8743,21.54129981994629,20.143400192260742,19.63960075378418,19.403600692749023,19.11199951171875,0.032896000891923904,0.015038999728858471,0.0113129997625947,0.014430999755859375,0.0255730003118515,21.118499755859375,19.967199325561523,19.40060043334961,19.086200714111328,18.960899353027344,0.03990200161933899,0.02046399936079979,0.01624000072479248,0.02334499917924404,0.03557800129055977,2.9034500122070312,2.998189926147461,2.8963799476623535,3.023829936981201,2.393860101699829,638.0,784.0,1478.0,646.0,810.0,0.007447246699348214,1006
8,39627745285637035,169.04819577920904,-1.6415964615338885,main,bright,26940,PSO J169.0482-01.6416,20.745800018310547,19.527099609375,18.984699249267578,18.765399932861328,18.534400939941406,0.025127999484539032,0.007899000309407711,0.009730000048875809,0.009944000281393528,0.015822000801563263,20.451000213623047,19.288700103759766,18.81100082397461,18.513399124145508,18.217899322509766,0.03414899855852127,0.010673999786376953,0.013396999798715115,0.014588999561965466,0.023715000599622726,3.084480047225952,3.246119976043701,3.40844988822937,2.881230115890503,2.8134100437164307,552.0,884.0,996.0,660.0,700.0,0.01887099692914534,1007
9,39627745340162753,172.2892366775985,-1.6821841106683904,main,bright,26977,PSO J172.2892-01.6822,21.268199920654297,19.767000198364258,19.238300323486328,18.869300842285156,18.617799758911133,0.03763300180435181,0.010021000169217587,0.008848999626934528,0.008522000163793564,0.018779000267386436,20.907400131225586,19.422800064086914,18.907800674438477,18.545799255371094,18.397499084472656,0.046114999800920486,0.013837999664247036,0.010739999823272228,0.011795000173151493,0.02675900049507618,3.1999800205230713,3.2235300540924072,3.093820095062256,2.7841200828552246,2.6075599193573,620.0,912.0,1054.0,600.0,600.0,0.015055674778634662,1008
