Index,RA,DEC,Target ID,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity
0,134.65033911165688,-4.602488402754278,2842417304698883,4543343,1.2589099407196045,0.534609828626229,178.62878,1.4880780371025755,1.7396373531504266,0.2701265041458565,0.0023602256238425775
1,206.9993386547207,-1.800779550431551,2842484900102147,3860213,1.0222650170326233,0.43411598231880505,151.02953,1.1269398378426896,1.2786771009307336,0.18075801862104646,0.00014423184361460887
2,154.21620677190128,-0.7962648525898567,2842508174295043,4536646,1.263534963130951,0.5365738948066175,181.71442,3.1298311737997735,3.245236265439506,0.07062811095314259,0.002655095952213863
3,151.62226903716038,7.235106003082162,2842701061947396,4495884,1.1937199831008911,0.5069262025435163,188.56078,1.1752638515752023,1.292042498164172,0.1676760480162448,0.0008119250410624897
4,20.92931917593464,8.024269507283503,2842716870279169,4028111,1.1163450479507446,0.4740680929340707,152.04062,1.8890211106051435,2.1767665668204494,0.22178407556182878,0.002103252748157397
5,122.79711182666914,16.722808016547642,2842925104889859,4483224,1.0299999713897705,0.437400714998684,166.05627,1.0157705148380975,1.0962362550866498,0.12979967201315334,0.00018027311524223573
6,87.73244581679866,-24.25273096179218,39627217155660583,4236825,1.1339900493621826,0.4815612351164943,398.77563,1.0401138870449524,1.056465798861073,0.046532315392213586,3.3251564771767504e-05
7,86.72560260363034,-20.62959301352224,39627295337487452,4231526,0.9340054988861084,0.3966356158964295,262.51257,1.451034279911819,1.4940740628938445,0.047661651419642515,0.00016579495809131926
8,62.95083076903164,-16.683833777285194,39627386567789773,4288388,1.1144049763679504,0.4732442203893775,200.41751,1.2252599698968436,1.4501099386932759,0.2793849131092736,0.0005996729958158225
9,46.30869644885159,-14.381102362558126,39627438686213304,4052532,1.1407699584960938,0.4844403974321956,244.9367,4.373826338382005,4.699461471941906,0.130411499598175,0.009259881988922095
10,23.12198338496898,-13.606043687345904,39627461767463365,4029743,1.219130039215088,0.5177168598456808,292.09213,1.3561373995058328,1.5598096239150014,0.20170238522582506,0.0006104416637536453
11,60.17094596769808,-12.772163922067458,39627480033656882,4370664,1.4078700542449951,0.5978673645214752,262.8371,1.3414761725989341,1.695558389302362,0.37355910852290175,0.0014570534666158662
12,343.95879446946043,-10.846657464674593,39627532055613156,3839260,1.2036099433898926,0.5111260819822321,216.24297,1.626887177097757,1.6507891528257377,0.02039709162262271,0.0010260391280520235
13,19.509909589566828,-10.173517764854823,39627538590339572,4045631,1.2453299760818481,0.5288429486192355,154.41719,0.8867772513102966,0.9429031306928233,0.11330640787718493,9.668255678437336e-05
14,20.538437007842884,-9.88855083162894,39627544558829655,4045639,1.1656899452209473,0.4950229414263486,407.6556,2.6690339627236606,2.7073135434455313,0.024616544480081992,0.008386785293525123
15,47.111758617165215,-10.044370174906067,39627544995045039,4160341,1.2884800434112549,0.547167095052616,137.82472,1.6455683684742293,1.7031318347160533,0.06518670116175018,0.00015018324710765275
16,332.50094365684413,-9.4683108691646,39627561638037573,3838870,0.9584149718284607,0.40700136464816966,231.11177,1.4285087232518208,1.5896098364429643,0.1097352427111219,0.0010188513100400814
17,172.24375757546318,-8.891281638223715,39627570915837647,4410297,1.1985599994659424,0.5089815682498107,96.4019,1.3557531699073264,1.449416491581053,0.10304688535381779,0.00013829995308445956
18,60.798061061821485,-8.586435620149754,39627581011531436,4164069,1.3136500120162964,0.5578557965770293,187.65,1.7102719044600927,1.930753951977113,0.2224139089692576,0.0025332938978841137
19,201.7506696390596,-8.522606940346527,39627583356142626,3859385,0.9676899909973145,0.41094010263726805,150.7438,1.0134405218695222,1.0139386504870007,0.0,7.481248650058045e-05
20,213.99876852877273,-8.48512374826275,39627583557471733,3509299,1.1869400143623352,0.5040470149160529,205.6303,0.9235532628355528,0.9273263739033105,0.008561691467264154,0.000203366676697443
