Index,processing_index,original_index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,fits_downloaded,panstarrs_success,galaxy_size_success,fully_processed,failure_reason
217,7217,7217,39633503645598553,182.54130391379513,71.69565039531794,main,bright,11967,True,True,True,True,
218,7218,7218,39633503662376016,185.7514736559484,71.62564206444765,main,bright,12008,True,True,True,True,
219,7219,7219,39633504052446424,259.5696843380274,71.6770332250538,main,bright,11731,True,True,True,True,
220,7220,7220,39633504077611097,264.0608288446533,71.78840961007624,main,bright,11732,True,True,True,True,
221,7221,7221,39633505252017085,127.98872988347162,71.93165518089867,main,dark,7971,True,True,True,True,
222,7222,7222,39633505298153902,136.6967092176681,72.0374295600211,main,bright,7962,True,True,True,True,
223,7223,7223,39633505348486916,146.71349922648702,72.04327884118243,main,bright,7956,True,True,True,True,
224,7224,7224,39633505394623223,155.2444484418876,72.1074227204632,main,bright,7657,True,True,True,True,
225,7225,7225,39633505394624381,155.52723439052957,72.05968645750285,main,bright,7657,True,True,True,True,
226,7226,7226,39633505474317175,171.0560456430499,72.04617766694533,main,bright,7635,True,True,True,True,
227,7227,7227,39633506036351926,278.2301458527948,72.06475617292344,main,bright,16099,True,True,True,True,
228,7228,7228,39633506082491617,287.5081694306559,72.09981658050101,main,bright,16090,True,True,True,True,
229,7229,7229,39633506090877389,288.5798499507948,72.05513323697112,main,bright,16088,True,True,True,True,
230,7230,7230,39633507059762708,115.96442422241232,72.14086414930041,main,bright,7892,True,True,True,True,
231,7231,7231,39633507122678111,128.44338768374132,72.30771156880147,main,dark,7974,True,True,True,True,
232,7232,7232,39633507156232282,134.96507127143917,72.18894144679399,main,bright,7951,True,True,True,True,
233,7233,7233,39633507382724403,178.84953249955618,72.1503451872459,main,bright,7551,True,True,True,True,
234,7234,7234,39633507764407664,253.23112594044017,72.25321822847931,main,bright,11749,True,True,True,True,
235,7235,7235,39633507865070968,272.8396244181487,72.30118319564464,main,bright,16106,True,True,True,True,
236,7236,7236,39633507869263477,273.1958560324423,72.2735017086703,main,bright,16106,True,True,True,True,
237,7237,7237,39633509106583339,154.94781259433708,72.44238363549212,main,bright,7657,True,True,True,True,
238,7238,7238,39633509123361076,158.35126454940504,72.59769583482756,main,bright,7654,True,True,True,True,
239,7239,7239,39633509123361709,158.4912319400561,72.50072531339163,main,bright,7654,True,True,True,True,
240,7240,7240,39633510780109762,124.38799880456024,72.8185062441266,main,bright,7979,True,True,True,True,
241,7241,7241,39633510780112151,124.9871756220572,72.78552429403545,main,bright,7977,True,True,True,True,
242,7242,7242,39633510813664666,131.1550992872469,72.68792703858726,main,bright,7975,True,True,True,True,
243,7243,7243,39633510830440940,134.2727867590594,72.74803991799509,main,bright,7984,True,True,True,True,
244,7244,7244,39633510830442924,134.75872576150007,72.69732260686936,main,bright,7984,True,True,True,True,
245,7245,7245,39633512533330511,114.6778038608069,73.05936720542398,main,bright,7895,True,True,True,True,
246,7246,7246,39633512592049667,126.25764059668664,73.026203537925,main,bright,7980,True,True,True,True,
247,7247,7247,39633512608828952,130.03453760067742,73.07832326786514,main,bright,7975,True,True,True,True,
248,7248,7248,39633512625604235,133.09540174875036,73.0117264431888,main,bright,7973,True,True,True,True,
249,7249,7249,39633512654964594,139.0420356060526,73.0986050246618,main,bright,7963,True,True,True,True,
250,7250,7250,39633512659159343,140.00119137524817,72.94599455201129,main,bright,7963,True,True,True,True,
251,7251,7251,39633512688518193,145.61693740306518,72.94120803193493,main,bright,7959,True,True,True,True,
252,7252,7252,39633512726268689,153.5985648570626,72.98046172253731,main,bright,7659,True,True,True,True,
253,7253,7253,39633512856291832,179.7854599993012,73.09101685178396,main,bright,7639,True,True,True,True,
254,7254,7254,39633512877263313,184.08038574152448,73.07285492252652,main,bright,12009,True,True,True,True,
255,7255,7255,39633513363802312,281.8124878313314,72.94736498413769,main,bright,16101,True,True,True,True,
256,7256,7256,39633514383017972,129.0171086408822,73.1866180449591,main,bright,7981,True,True,True,True,
257,7257,7257,39633514450126662,142.75023356551097,73.13193217601292,main,bright,7964,True,True,True,True,
258,7258,7258,39633514496262918,151.88404525531297,73.15764324357792,main,bright,8000,True,True,True,True,
259,7259,7259,39633514496262967,151.89572871210805,73.28042158591403,main,bright,8000,True,True,True,True,
260,7260,7260,39633514601121961,173.66242746943811,73.34811111992678,main,bright,7644,True,True,True,True,
261,7261,7261,39633515003775814,256.15805727080345,73.23075605727698,main,bright,11760,True,True,True,True,
262,7262,7262,39633515121214728,279.68318783334576,73.17792807607289,main,bright,16103,True,True,True,True,
263,7263,7263,39633516136238604,130.10901446680117,73.52281357256443,main,bright,7975,True,True,True,True,
264,7264,7264,39633516245288416,152.43758177420358,73.56553227286842,main,bright,8001,True,True,True,True,
265,7265,7265,39633516299815644,164.07364827661112,73.42598982232794,main,bright,7666,True,True,True,True,
266,7266,7266,39633517923008591,143.661719701142,73.84314223025919,main,bright,7965,True,True,True,True,
267,7267,7267,39633517969149285,154.2389242566451,73.85118024293763,main,bright,8001,True,True,True,True,
268,7268,7268,39633518069810993,175.13879915753057,73.71383182998025,main,bright,7644,True,True,True,True,
269,7269,7269,39633518086588304,178.7202514393568,73.63488851148058,main,bright,7645,True,True,True,True,
270,7270,7270,39633518103366163,182.4655982545225,73.67746681040103,main,bright,12014,True,True,True,True,
271,7271,7271,39633519562984551,133.00003902962814,74.0387873861421,main,bright,7986,True,True,True,True,
272,7272,7272,39633519718171010,165.70771113243637,74.07419808592984,main,bright,7666,True,True,True,True,
273,7273,7273,39633519793669443,182.13688609720109,74.12333736915205,main,bright,12014,True,True,True,True,
