Index,TARGETID ID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity,processing_index
416,39633314939668338,186.66545474897663,54.44496243837836,main,bright,11173,3484647,1.2019299864768982,0.5104126699673568,129.3049,1.1296686147445805,1.1684414347269412,0.04441529115297538,3.498281811666114e-05,6436
417,39633314943860821,186.86442189657157,54.55593436712214,sv2,dark,11173,3484647,1.2241599559783936,0.5198528688260357,156.5998,1.5291340505482205,2.0681845147832743,0.40887602475488183,4.078923516442574e-05,6437
418,39633314952250877,187.8909792798688,54.38429587183296,main,bright,11162,3885718,1.3130700588226318,0.5576095131317664,133.91814,1.0509114925545469,1.068810414890317,0.03304074623978259,3.355127428218123e-05,6438
419,39633314969030250,189.83448866167183,54.62192730608641,main,bright,11161,3885725,1.0489699840545654,0.4454565376526591,150.98479,1.3590378912762484,1.3849933114708768,0.03087424921280446,5.1084256912618527e-05,6439
420,39633315107439645,203.66858239311685,54.432132151547975,main,bright,11098,3423775,1.086484968662262,0.46138768478505215,190.22136,0.8649734277286752,0.9311117630799749,0.1370533310784774,4.670272595293008e-05,6440
421,39633315463958588,240.4024357310844,54.39837578199783,sv1,other,10154,3643404,1.0888099670410156,0.46237502068940706,234.23343,0.782100446517499,0.7824848663287716,0.0,2.3537800112640298e-05,6441
422,39633315468149794,240.5420673697476,54.499337670480514,sv1,other,10154,3643404,1.1059250235557556,0.4696431159949721,321.6566,0.828712293106764,0.9794519470547179,0.26234306638063476,1.4889501495490733e-05,6442
423,39633315489124027,242.97828904044647,54.596797710841784,sv3,dark,10153,3643400,1.075029969215393,0.4565231944087957,157.82326,1.2215127243537198,1.8639874548642383,0.5543558092547569,7.133833450264508e-05,6443
424,39633315501705322,244.06872896786496,54.439663950977454,sv3,bright,10150,3643399,1.039680004119873,0.4415114464112728,158.36671,0.832119440984663,0.9128195538652983,0.16995871065765,4.273528491952862e-05,6444
425,39633315510092505,244.79215269708016,54.62091280851763,sv1,other,10150,3643398,0.998960018157959,0.42421926051883496,157.50835,0.7207223859010915,0.7210766370267643,0.0,1.779770710889889e-05,6445
426,39633315719807140,266.1530178325294,54.37511639478973,main,bright,10073,3679601,1.031559944152832,0.4380631744364459,138.81516,0.9257556407388653,0.9825127704477459,0.11220722002849204,2.816774115352009e-05,6446
427,39633315740780571,268.4726016580288,54.39921288736399,main,dark,10069,3679597,1.0147299766540527,0.43091614528901984,247.98572,0.9841309919639739,1.0072560801038088,0.04721452532743853,8.083077463924337e-05,6447
428,39633315862417618,281.0227496723263,54.47432844571102,main,bright,15260,3693201,1.1895400285720825,0.5051511392907514,223.10745,0.9218825336807275,1.0289980675693426,0.19409606042390604,8.57876408009913e-05,6448
