Index,RA,DEC,Target ID,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity
693,163.4555503,40.41986786,J1053+4025,4456488,1.2278900146484375,0.5214368788984465,97.52557,1.239346523373876,1.2400189310622542,0.000779973851808835,0.0002453041587210856
694,218.275481,53.26530565,J1433+5315,3906465,1.017490029335022,0.4320882317449651,129.48016,4.798837039454137,5.088426532340741,0.10300225970247612,0.0026912487314288288
695,133.5150309,29.05143575,J0854+2903,4509202,1.0137300491333008,0.4304915151679785,94.01128,4.751527364142667,4.8694224131143145,0.06260439917856075,0.0004670764847673921
696,235.0513914,18.71816853,J1540+1843,3596780,1.0330849885940552,0.4387108011816153,129.59663,2.9075352885217547,2.9534477338113683,0.029218507229341162,0.00038590643610812063
697,177.7028287,22.92322602,J1150+2255,4426667,0.9719430208206177,0.4127461981103713,98.2576,2.602389566316993,2.626343124288531,0.015414673858323513,0.000625769285777645
698,227.8507878,-0.060891034,J1511-0003,3577343,0.911992996931076,0.3872877670017837,176.21152,4.167955265521798,4.167529232913508,0.003937745067724485,0.0008540386256264644
699,157.0828116,6.726969445,J1028+0643,4549114,1.1974900364875793,0.5085271968082983,105.70497,3.3444024584537964,3.604310465361802,0.13228278459921583,0.0006009305680457139
700,149.0714204,60.29290641,J0956+6017,4591419,1.1316399574279785,0.48056324296029396,142.22197,1.6087919852476265,1.7541923902735364,0.13099091144590513,0.0002181356060017315
701,216.5968573,16.79900424,J1426+1647,3541385,1.1409800052642822,0.4845295960818468,90.865074,3.765639253455646,3.8019485446857884,0.017856319775195417,0.0014869683010950362
702,162.4901921,15.46479591,J1049+1527,4557014,1.2128700017929077,0.5150584667190427,88.898636,2.117527302803433,2.2210792533877313,0.0751299147355412,0.0005766503007978615
703,121.6029196,7.852563607,J0806+0751,4482330,1.240435004234314,0.526764245468282,112.0346,3.4635040343363155,3.4708921514653417,0.0031856363587662306,0.0004470950351869933
704,2.236309782,14.29741598,J0008+1417,3975336,1.1103749871253967,0.471532841530064,79.30916,2.3238646678163124,2.4661136131475,0.10971642731833364,0.00030124815960815064
