Index,TARGETID ID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity,processing_index
0,39627860679333668,207.22189347622344,3.0563946558718444,main,dark,26043,3860821,1.0779100060462952,0.45774623344185444,122.23776,0.9432602431981146,1.0364024121993334,0.15918477285842092,2.7762690375759987e-05,2000
1,39627860800968586,214.48599132819209,2.981380685387358,main,bright,26055,3522198,1.0057450532913208,0.4271005996460771,152.27022,0.829897864319325,0.872214253075694,0.09398260796351565,2.61952092815415e-05,2001
2,39627860817740064,215.26006245928343,2.9348299738387036,main,bright,26055,3522146,0.929702490568161,0.3948082965108028,157.7356,0.804074545532813,0.8495931880776361,0.10552770184661575,2.4111129678094584e-05,2002
3,39627861061010013,229.7713823413633,2.991185186674722,main,dark,31419,3579016,1.266830027103424,0.5379731796392001,416.0928,0.975906080710906,1.0019773323718677,0.049316215478804604,6.571415831949995e-05,2003
4,39627861090369757,231.50527015532828,2.972958101363191,main,bright,31415,3579222,1.0040700435638428,0.42638928850745633,205.94162,1.1898139693793541,1.1903987894796302,0.0,8.072779267305484e-05,2004
5,39627861316866133,245.17119809658047,3.0151039702817277,main,dark,31520,3861391,1.0429099798202515,0.4428830907996388,223.45306,1.1258370626219658,1.142669266076408,0.022666507437390737,6.548464914043547e-05,2005
6,39627862424158925,311.01834942143114,3.0098497456375397,main,bright,30071,3718913,1.0523799657821655,0.4469046235625764,169.92696,1.2917180430009723,1.2923529512260206,0.0,5.395439655991448e-05,2006
7,39627862470299538,313.8784637471187,3.121672421554643,main,bright,12299,3718906,1.0471999645233154,0.44470487956524596,173.86401,0.8220616197090679,0.8567715346183417,0.07656124305444911,4.1748608058152285e-05,2007
8,39627862600322601,321.6304675878071,3.050438863624473,main,bright,19127,3879596,0.9977250099182129,0.4236948008080591,210.50815,0.9949839257126137,0.9954729825014762,1.1102230246251565e-16,7.457232439826462e-05,2008
9,39627863342713514,5.834384339104452,3.1393793847674525,main,dark,18108,4054260,1.2943099737167358,0.5496428385039184,199.04886,2.50094245566321,3.928596766492565,0.555850842563113,0.0001308636096335652,2009
10,39627863451765375,12.34150684243997,3.2397221822375504,main,dark,18119,3972961,1.1679799556732178,0.495995419326349,191.35681,1.023895831891887,1.1224279460607431,0.16043456167262926,5.317009795171207e-05,2010
11,39627863451771332,12.495966834066891,3.3582399840860844,main,bright,18119,3972960,1.2568000555038452,0.5337138428713041,177.95227,1.0196749891367587,1.0251161234940331,0.010734802934965093,7.127081997950728e-05,2011
12,39627863455961739,12.63475693445955,3.3686363619828055,main,bright,18119,3972960,1.2187399864196777,0.5175512196744783,177.4942,1.2724859015158034,1.2731989884060164,1.1102230246251565e-16,4.9165432832053735e-05,2012
13,39627863804085575,33.32839538492643,3.337038228684103,main,dark,17870,4026866,1.1062500476837158,0.4697811410337202,152.92448,1.0401146939582746,1.0832922358381516,0.07807721339798124,6.471746920426458e-05,2014
14,39627863825061737,34.72549868213035,3.2993858862143024,main,bright,17869,4026973,1.1398899555206299,0.4840666945765057,142.79294,0.8606620658011723,0.8906730368098535,0.06573774440423719,3.347472041077047e-05,2015
15,39627865309842254,123.30063271384051,3.140287575508119,main,dark,21964,4481183,1.2087900042533875,0.5133258512913246,206.33807,0.849365659855025,0.8497831420187505,0.0,1.8742779525914258e-05,2016
16,39627865351788111,125.89755841096616,3.2927180560745404,main,bright,21970,4481113,1.2175999879837036,0.5170671069124948,106.39178,0.9647217176475502,0.9940452658222635,0.061159580800107194,4.922681415870484e-05,2017
17,39627865355981101,126.09953722611958,3.288815054207162,main,dark,21970,4550261,1.1852750182151794,0.5033399561534654,123.63462,0.6370643429534653,0.6373774742853512,0.0,3.068815521800347e-06,2018
18,39627865498584088,134.4765523472285,3.1769119699165076,main,bright,4110,4553047,1.2586449980735779,0.5344973178436807,141.1167,4.9855660262000825,5.931097094783842,0.29174609954987263,0.0010145012217153753,2019
19,39627865599248049,140.51661120754483,3.228810262683678,main,bright,27324,4554811,1.1237199902534485,0.477199942570847,118.85196,0.9649321585582845,0.9856288250914987,0.04230224991263476,2.17202796123779e-05,2020
20,39627865607635458,140.9706507289147,3.317161185798906,main,dark,27325,4554810,1.1010000109672546,0.4675516557159187,147.60498,1.6439828864644697,1.671828672265381,0.06212236466113663,2.9978508072876576e-05,2021
21,39627865649580308,143.54929004001497,3.1856163993200974,main,dark,27360,4555812,1.1859149932861328,0.5036117285431662,122.128784,1.4065326761000312,1.6878587961448575,0.30668503542255154,8.41252630071404e-05,2022
22,39627865691524577,146.13445565745218,3.3213169183911693,main,dark,27340,4554917,1.1327099800109863,0.4810176397135685,125.85959,1.3884718905084197,1.491665043273746,0.09864245105482361,1.6376242684341875e-05,2023
23,39627865842521235,155.19674465372628,3.3282921357073727,main,bright,27425,4536944,1.1873899698257446,0.504238093408169,272.8758,0.9863448180389128,1.0308427307268668,0.08502099858210366,5.708886234246933e-05,2024
24,39627865892849619,158.06390034601523,3.226904439873148,main,bright,27405,4537046,1.265369951725006,0.537353142714723,177.06656,0.8183983107552653,0.8188005717762981,0.0,3.2528706600015245e-05,2025
25,39627865909625950,159.00985066054145,3.1442742297964297,main,bright,27399,4537034,1.1632699966430664,0.4939952838849635,155.80545,0.8478882513941532,0.8514700105666605,0.007285883744641342,4.8828300076399195e-05,2026
26,39627866224199623,177.82851753001148,3.2342487071380406,main,bright,27681,4413819,1.254040002822876,0.5325417564153587,178.00006,1.029145583884587,1.0522392816637243,0.03608154726504453,6.0500491013117406e-05,2027
27,39627866228394156,178.09181221426084,3.2556943727312,main,bright,27681,3444854,1.2470500469207764,0.5295733954500063,155.84808,1.141499471985007,1.1420605444323404,0.0,2.350717082123652e-05,2028
28,39627866240977218,178.85327391269914,3.348499099294582,main,dark,27659,3444852,1.1571500301361084,0.49139637339926756,157.24437,1.0487902444741857,1.2008628841921793,0.22698503764144118,6.694686990825119e-05,2029
