RA,DEC,Target ID,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity
244.65818743805127,43.113988242810855,39633132126734737,3631686,0.9858610033988953,0.4186566211202513,108.76211,1.7340277224578982,2.0189797505077447,0.25143064510014923,0.0006148776921071546
245.80921570606057,42.94856961628293,39633132143509674,3631685,1.0324699878692627,0.4384496344202357,99.51437,1.1179904962286853,1.2038343587444538,0.10917624443370066,0.00011850775010582379
109.26242606491772,43.19841239817925,39633134886585847,4404655,1.0538749694824219,0.44753949317964586,149.89023,1.255318852806086,1.5047605821569525,0.28525950048777793,0.00037817861727256445
134.03111892271318,43.57924104416654,39633139596788436,4502570,1.1447799801826477,0.48614329685120455,119.215485,1.500722331586543,1.7426098413560047,0.25306060272765796,0.00011755666753534536
141.2246742785147,43.617703885638626,39633139684868563,4604206,1.1070299744606018,0.470112345440839,82.04775,1.372829507208683,1.8248987205286842,0.37718391870639634,0.00021109073066676395
156.7556965193387,43.520154377334514,39633139873613248,4577302,1.1316699981689453,0.48057600008839396,66.41666,0.8301344358975792,0.8506905731076592,0.047206609307199776,1.4536831486490227e-05
234.01164298139832,43.50345739323824,39633140817331167,3626099,1.2628350257873535,0.536276658784241,124.66939,3.0353610801818616,3.1267969382280665,0.05424866803262518,0.003017326525094051
239.34909304930872,43.54812785006554,39633140880247964,3626730,1.0104700326919556,0.4291071136515126,99.78516,1.1441825501845508,1.3386930807696302,0.22652893286868048,9.276463704933332e-05
235.97628707374236,43.71091766783344,39633145225544957,3626735,1.045419991016388,0.44394899441356167,96.25209,0.8503022068381764,0.9687213305826975,0.22966905373648328,3.4752115926843776e-05
130.58336629588428,43.97916104185097,39633148316746762,4502598,1.054805040359497,0.44793445791550235,114.9464,1.059807642558104,1.0658516760753263,0.00844139942413935,0.00010754663756331286
184.46993919624737,43.91786720459943,39633148966866324,3477539,1.1342400312423706,0.4816673926467546,105.17667,1.222616583827057,1.3860960543634842,0.21076655499327346,0.0002670177899246983
108.38379750859404,44.586823612037485,39633156734714445,4404673,1.0243000388145447,0.43498017650052845,97.53712,1.507952694121834,1.8442824956114137,0.25316771452446307,0.0003137398711467412
143.52642937500093,44.405855095988095,39633157154146331,4604441,1.0074450373649597,0.4278225164130191,105.784935,1.6030086831322328,1.7683612579213808,0.15635931829622496,0.00017758358088743075
205.64520524077375,44.778474727912325,39633162212475206,3904537,1.0186799764633179,0.432593555763591,122.95763,0.9461583841756558,0.9722298248270362,0.05098426627951058,3.6923541428452757e-05
216.33487687005612,44.85243298837606,39633162338306245,3904602,1.0492899417877197,0.4455924111916284,91.140594,1.179308858784468,1.3011153030607299,0.17585110295387985,8.807910266782934e-05
207.5064612929376,45.02612389197157,39633166528414019,3446983,1.0366400480270386,0.44022049592049145,99.23016,0.7498504666186391,0.7535108412990218,0.008213285146463356,6.55371518455172e-05
202.352244503381,45.56395237251304,39633174996717113,3904467,0.9500904977321625,0.40346628598521017,71.94064,1.139044276621056,1.3853260807996113,0.3164344758466414,0.00014396176641023723
210.7008351469045,46.122656492582664,39633183548901670,3447000,0.9841259717941284,0.4179198210371927,100.53396,2.6967321142676273,2.7981047139076365,0.0654407684197914,0.0008304318573516564
155.66094578247657,46.55216511324631,39633191291587646,4595914,0.9908740222454071,0.4207854542160499,94.97421,1.7425380864453592,1.7772844138045176,0.03121120270832889,0.0001714742268037737
162.73727610995402,46.59293424181548,39633191375471656,4575130,1.2737200260162354,0.5408990927795058,91.759056,1.3273241314292583,1.551028803525153,0.23372671845150883,2.6541428043272467e-05
204.49673999043833,46.43829303351174,39633191857818063,3904493,1.1011899709701538,0.46763232430174123,87.9198,1.6921665841110454,1.8578279923439012,0.14209042767405877,0.0002981225823205756
129.8802394644548,46.98640287940584,39633199302707617,4502959,1.0987200140953064,0.46658343019195164,70.141304,0.9574950524651153,0.9924892181897443,0.06011194855438817,3.2033562195017105e-05
168.11242932379534,47.149614420532195,39633203866110118,4456811,1.1696199774742126,0.4966918724606153,97.91979,0.9500354897382918,1.022569929753029,0.12377246542086462,0.00010064221095578878
206.9986722624982,47.236280002517994,39633204310705961,3904569,1.0584800243377686,0.4494950799197299,108.787766,1.2528796898351453,1.4978329353508844,0.29451315908295117,0.00020645153740069447
175.95384822456052,47.51826620071031,39633208060412084,4456908,1.0874099731445312,0.46178049802112986,144.15808,1.0349520869866373,1.1486000960351286,0.1870906530254467,8.419192215604921e-05
201.3781622101012,47.867587371802294,39633212430879159,3904528,1.2279900312423706,0.5214793520352555,118.24924,0.9950680973907606,0.9955571955518799,1.1102230246251565e-16,3.7804462917569816e-05
211.30544948473485,47.71965247828586,39633212544124680,3554302,1.0492349863052368,0.44556907374696936,113.04613,1.2618392764008284,1.451246323796934,0.2391553663791467,0.000210796416045249
218.49051630030976,48.05384568338102,39633216688096245,3905685,0.9825719892978668,0.41725990543152225,83.860725,1.7803680376428632,2.172354735016394,0.3368089839712639,0.0006888096800195474
156.82658268904763,48.1796453429362,39633220039344518,4596066,1.119504988193512,0.47540999600196554,107.466736,1.546388697630088,1.5471487821613576,0.0,0.0003121578938816898
200.85662422453228,48.47411141447852,39633224556611819,3905435,1.069540023803711,0.45419182924852924,110.51472,2.052947200592361,2.124215042120408,0.05987654632279671,0.0005372577337510134
136.7806886469911,49.12884685157589,39633235805735341,4570306,1.1097399592399597,0.4712631700166177,96.84865,1.3346242671124413,1.5974886158190857,0.25338063661454324,0.00016076174805520026
127.64845442627832,49.45533187767096,39633239656106038,4499729,1.1088299751281738,0.47087673534459,73.79719,1.3799826818201615,1.48710335479693,0.1260063735443454,0.0002600001670193647
133.10369005158947,49.594082863390625,39633239714827387,4499841,1.1450300216674805,0.486249479693227,115.85493,1.1873897957390367,1.344027067423805,0.20106413999473505,0.00013166343079999557
169.65164999196068,49.466275338712926,39633240117477542,4456940,1.1398999691009521,0.484070946952539,73.268845,0.9037336566933108,0.9072228161228124,0.007245660258779818,1.565218741841951e-05
170.43902004504417,49.69900550517816,39633244051735358,4456947,1.299239993095398,0.5517364249709884,108.907936,1.4818852450441764,1.8619022352562256,0.30424609859042273,0.0002223811430112662
209.38617896217147,49.82855741325417,39633244475360580,3446710,1.1456199884414673,0.48650001551452327,120.9402,1.575354388213045,1.9569096305864324,0.3236815224149764,0.0005134899976906006
166.85004599843202,50.12439305178392,39633247923077318,4457007,1.133275032043457,0.4812575952183057,109.91394,0.7502912690091357,0.8668478593559478,0.2352660811638908,2.4600009039769152e-05
272.07581380032724,50.02912092986264,39633249059737537,3668980,0.978115975856781,0.41536761075257694,119.41151,3.2112704213253647,4.044790762263447,0.3541642493629148,0.001930533560116637
168.2267303394652,50.18846802893702,39633251823783263,4456958,1.0614299774169922,0.4507478096497356,89.62474,1.4144247970084933,1.4189341151963413,0.004736453186881873,0.0001453852551101937
171.54114631235117,50.184942591159675,39633251861529614,4457103,1.049174964427948,0.4455435848025316,86.4522,1.2997261603541803,1.3296918793664694,0.04934401806012023,6.12176692186671e-05
127.81296392319294,50.37603604240288,39633255258917154,4499745,1.1500200033187866,0.48836852979297274,139.09705,1.555585290954229,1.6298071723109413,0.07860284834637554,0.00013162967292706183
169.7017481903356,50.5455146196251,39633255707708375,4456964,1.3513400554656982,0.5738612843547192,71.453125,1.8030450465771373,2.1289681309913266,0.2323977703887793,1.8016241860506474e-05
221.0444798078957,50.57851285542849,39633256257162420,3558099,1.016480028629303,0.4316593239361284,116.65653,2.230909922710339,2.2994997705276856,0.04202420042943955,0.0013008269721669979
213.259955879131,50.69475938524121,39633260019451571,3905691,1.0805100202560425,0.458850357816553,100.08669,1.075660628264888,1.1194329108603598,0.0649614624369329,0.000130192285918028
274.74515926584445,50.70757378379787,39633260673763918,3687382,1.0491250157356262,0.4455223735458892,104.25668,1.4454084959376432,1.6781447794368345,0.23342108941191153,0.0004481747133956263
168.4732068288684,50.98405328239461,39633263366507919,4457010,1.059095025062561,0.44975624668110953,104.64271,1.3129484655277268,1.405034785861296,0.11509825049923061,5.035281678607587e-05
130.77004915875412,51.24762099868733,39633266776475023,4499882,1.15236496925354,0.48936434513763216,133.03873,1.8617624707040186,2.28564628911465,0.3303479744601503,0.0003308472192480271
163.4792481564486,51.33520413230849,39633267120408247,4596757,1.0406099557876587,0.4419063605236051,102.362526,1.453910396230124,1.8192648339782842,0.352707949085717,0.0011251663210411684
169.50676733169166,51.24332335635369,39633267183323355,4456980,1.2090599536895752,0.5134404882618895,80.9271,0.9205833262390315,1.0044392435514222,0.14093390596198152,5.226000179234758e-05
277.1410157516188,51.16097847763086,39633268315787999,3687384,1.163830041885376,0.49423311320168406,91.50054,1.5932201592883732,1.596227136533386,0.0030817466765243884,0.00015645177444612328
191.06448701163907,51.417534701508934,39633271193077976,3905311,1.072540044784546,0.4554658208587016,127.68464,2.147752077133981,2.2855491499423404,0.08928054478217018,0.0006152261225936328
207.3070115961129,51.585028121716405,39633271365042984,3905684,1.118690013885498,0.47506390827873013,71.719475,1.3435526309504762,1.606065971280374,0.2654942019186628,0.00011269689257305414
190.330763637027,51.70537034004639,39633274946980310,3905322,1.163159966468811,0.49394855837212126,111.75165,1.5141908530696426,1.7825535881294396,0.2506922548994722,0.00033649292193794057
277.9314919052558,51.65389574464799,39633275861337200,3687397,1.200850009918213,0.5099540461498111,94.369194,1.0629938883996748,1.1083531757291634,0.058975513943241076,0.0002581424298453808
122.78407123592034,51.93869905057665,39633277987850681,4422494,1.019860029220581,0.4330946780297078,78.98658,1.2186334703871438,1.5716707473963092,0.38711535558120747,0.00019036996055137902
197.91255667937128,52.068305551022824,39633278767989732,3906210,1.0867599844932556,0.4615044732553958,97.29385,1.706949372672426,1.9449151572087982,0.2033388698018569,0.00016977998391844433
