Index,TARGETID ID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity,processing_index,original_index
0,39633455750843906,188.54204687069057,66.12789111846143,main,bright,11940,3888666,1.2255600094795227,0.520447416806075,189.62059,0.8853069739203592,0.9223070278939983,0.05838783698813044,3.915372049289435e-05,7000,7000
1,39633455763426899,190.46631432814507,66.30934797008409,main,bright,11941,3888747,1.3019700050354004,0.5528957542988338,117.66583,1.0505965309592769,1.1117408962335806,0.10133009931957915,5.5218892851284164e-05,7001,7001
2,39633456287712561,267.08326922794305,66.18057235612746,sv3,bright,11604,3680991,1.128790020942688,0.4793529863670973,314.54233,0.8371933392776952,0.9380098905850671,0.20500814706483816,4.190292497897352e-05,7002,7002
3,39633456312878232,270.80715407987975,66.14499672208422,sv3,dark,15359,3680987,1.0765899419784546,0.4571856538465575,390.702,1.243365705936924,1.2544015768606611,0.023737911132105216,0.00030661022044936375,7003,7003
4,39633456459680496,292.5288952460362,66.35228309272541,main,bright,15935,3889402,1.0528299808502197,0.44709572736645464,391.84613,1.0105650973572742,1.0444819225756499,0.06466639292412846,9.554196957979064e-05,7004,7004
5,39633456459680496,292.5288952460362,66.35228309272541,main,dark,15935,3889402,1.0528299808502197,0.44709572736645464,391.84613,1.0105650973572742,1.0444819225756499,0.06466639292412846,9.554196957979064e-05,7005,7005
6,39633457604723796,101.68912901154272,66.49530074314262,main,bright,7834,4382595,1.1255900263786316,0.47799407379506914,231.60518,1.0303411983833046,1.0732857949971377,0.07399715003251328,0.00015488816715148376,7006,7006
7,39633457646665882,107.76961233501709,66.57664246553173,main,bright,7830,4423678,1.324590027332306,0.5625015933287152,247.48466,0.9942739689725228,1.0978855178182745,0.17949378908104807,6.724788270789705e-05,7007,7007
8,39633457667637906,110.96649159406977,66.56517631590546,main,bright,7829,4423675,1.2636849880218506,0.536637604511831,348.4712,0.9012410594258161,0.9016840395053165,0.0,0.00014443602193168836,7008,7008
9,39633457676029310,112.61855073129588,66.5482227198018,main,bright,7786,4423674,1.155019998550415,0.4904918322687518,352.38095,1.065713519972461,1.0659978431434955,0.0008442536570733017,8.295737750402642e-05,7009,7009
10,39633457684417828,113.91361659235564,66.47963608959783,main,bright,7786,4423672,1.2070000171661377,0.512565713763607,349.2316,2.2662660978722733,2.26738001819992,0.0,8.556203517877243e-05,7010,7010
11,39633457726357965,119.64503856979226,66.4981520125501,main,bright,7782,4442996,1.1989699602127075,0.5091556625495557,231.87387,1.1565588509153721,1.242858510957158,0.11885149825972219,0.00019502393668324942,7011,7011
12,39633457847993090,137.7757528423138,66.40185830822506,main,bright,7592,4576296,1.066575050354004,0.45293272095447357,178.19472,0.9235020542590755,0.9821036400889577,0.11587400682714499,3.9488656536797704e-05,7012,7012
13,39633457906712975,146.4336255846571,66.43526992504763,main,bright,7578,4592131,1.0266050100326538,0.4359590076528167,193.34543,0.9151454822819761,0.9693685724584965,0.11077688181058132,3.8374943604214305e-05,7013,7013
14,39633457952852669,153.6716164311176,66.39944303157687,main,bright,7574,4589033,1.141450047492981,0.48472920463779173,271.2494,1.6533964859233141,1.8621679288746822,0.15609601628762404,6.338939679922735e-05,7014,7014
15,39633458045126782,167.3093196445675,66.42732096528256,main,bright,7525,4470763,1.1920000314712524,0.5061958063362697,141.12254,1.016292150560023,1.051091995591484,0.0642120549031886,4.2615034157785064e-05,7015,7015
16,39633458078680975,172.25134656417387,66.50228141997975,main,bright,7513,4470869,1.2575500011444092,0.5340323154620851,200.70146,0.8191115120459244,0.8203057648137267,0.00265126985668962,3.579522316359862e-05,7016,7016
17,39633458087070390,173.57272735392473,66.4989967084694,main,bright,7513,4470867,1.2565550208091736,0.5336097862172983,211.79787,0.8564476876608481,0.8889426453676799,0.07062741468651323,4.344432276473494e-05,7017,7017
18,39633458116430078,177.93914265426326,66.58788287551398,main,bright,7509,4470863,1.3909399509429932,0.5906778116137159,171.92279,0.8149041107296432,0.8153046542734385,0.0,3.581270047553545e-05,7018,7018
19,39633458716214688,266.7798104303259,66.41516104105418,sv3,bright,11606,3681001,1.1370599865913391,0.4828649174236135,252.38814,0.82774262428049,0.8281494782400101,0.0,3.885387460386453e-05,7019,7019
20,39633458720410103,267.5518235663844,66.43465470787956,sv3,bright,11605,3681001,1.1359299421310425,0.48238503172590114,300.7297,0.8479846167018213,0.8506233193908138,0.005008549124558281,3.203646572978771e-05,7020,7020
21,39633458728799650,268.94925001082504,66.44632573113995,sv3,bright,11605,3680999,1.1003699898719788,0.46728411039048917,293.91177,0.8449838845053946,0.8529982146533924,0.01649268607101617,4.9458567078634545e-05,7021,7021
22,39633458904961447,295.174853056699,66.38933075872112,main,bright,15978,3889400,1.1491000056266785,0.4879778427449117,302.47125,0.7835869717840642,0.9081614999835865,0.2406218656771455,0.00010051990618414891,7022,7022
23,39633458913350437,296.4500691349423,66.57519438450348,main,dark,15977,3889406,0.9774059951305389,0.41506610969828606,279.04944,1.2050285373758214,1.2056208357755713,0.0,7.508165414541704e-05,7023,7023
24,39633458917544790,297.0362607083711,66.57460833375873,main,bright,15977,3889406,0.9818990230560303,0.4169741229814974,310.43137,1.2437226273838364,1.3501493026477729,0.14056250174387863,0.00015638505572222283,7024,7024
