Index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,objName,gPSFMag,rPSFMag,iPSFMag,zPSFMag,yPSFMag,gPSFMagErr,rPSFMagErr,iPSFMagErr,zPSFMagErr,yPSFMagErr,gKronMag,rKronMag,iKronMag,zKronMag,yKronMag,gKronMagErr,rKronMagErr,iKronMagErr,zKronMagErr,yKronMagErr,gKronRad,rKronRad,iKronRad,zKronRad,yKronRad,gexpTime,rexpTime,iexpTime,zexpTime,yexpTime,distance,Index,processing_index,original_index
0,39633455750843906,188.54204687069057,66.12789111846143,main,bright,11940,PSO J188.5420+66.1279,21.065000534057617,19.67490005493164,19.208499908447266,18.922399520874023,18.767200469970703,0.03459100052714348,0.013643999584019184,0.009715000167489052,0.011719999834895134,0.019106000661849976,20.813600540161133,19.2814998626709,18.971599578857422,18.706499099731445,18.57670021057129,0.04554399847984314,0.020437000319361687,0.014220000244677067,0.01691499911248684,0.028317999094724655,2.931190013885498,3.762200117111206,3.0768001079559326,2.992889881134033,2.5592799186706543,810.0,744.0,1073.0,870.0,930.0,0.012391323831045983,7000,7000,7000
1,39633455763426899,190.46631432814507,66.30934797008409,main,bright,11941,PSO J190.4663+66.3093,20.735200881958008,19.229000091552734,18.691099166870117,18.52359962463379,18.239900588989258,0.021865999326109886,0.007929000072181225,0.005834999959915876,0.007745000068098307,0.01129900012165308,20.32819938659668,18.899099349975586,18.276599884033203,18.05069923400879,17.818700790405273,0.02696800045669079,0.010989000089466572,0.00838799960911274,0.011402999982237816,0.01592100039124489,3.1683900356292725,3.725519895553589,4.027550220489502,3.5490000247955322,3.2554399967193604,749.0,672.0,784.0,630.0,910.0,0.04095335496763065,7001,7001,7001
2,39633456287712561,267.08326922794305,66.18057235612746,sv3,bright,11604,PSO J267.0833+66.1806,22.00659942626953,20.556499481201172,19.990800857543945,19.679100036621094,19.49920082092285,0.08404099941253662,0.025585999712347984,0.013352000154554844,0.029400000348687172,0.04474499821662903,22.049699783325195,20.5575008392334,19.889799118041992,19.5851993560791,19.36870002746582,0.11514899879693985,0.03703499957919121,0.02006099931895733,0.04071599990129471,0.06237100064754486,2.072350025177002,2.308229923248291,2.588629961013794,2.526139974594116,2.493499994277954,688.0,1595.0,2385.0,660.0,900.0,0.007301001412661404,7002,7002,7002
3,39633456312878232,270.80715407987975,66.14499672208422,sv3,dark,15359,PSO J270.8071+66.1450,20.570999145507812,19.067899703979492,18.518800735473633,18.291200637817383,18.107500076293945,0.014630000106990337,0.0053159999661147594,0.003212000010535121,0.00748499995097518,0.013931999914348125,20.19070053100586,18.73550033569336,18.242599487304688,17.899799346923828,17.720500946044922,0.019007999449968338,0.007841999642550945,0.005491999909281731,0.011531000025570393,0.01959500089287758,3.155319929122925,3.857059955596924,4.002840042114258,3.7942800521850586,3.307420015335083,688.0,1320.0,3105.0,600.0,730.0,0.004404584121251426,7003,7003,7003
4,39633456459680496,292.5288952460362,66.35228309272541,main,bright,15935,PSO J292.5289+66.3523,21.833900451660156,20.343900680541992,19.537700653076172,19.29509925842285,19.253599166870117,0.05706699937582016,0.018765000626444817,0.00812700018286705,0.017849000170826912,0.040045998990535736,21.39150047302246,19.79010009765625,19.13759994506836,18.951200485229492,18.916799545288086,0.06871700286865234,0.023892000317573547,0.012614999897778034,0.02369599975645542,0.05027199909090996,3.1742899417877197,3.25927996635437,3.5655300617218018,2.8801300525665283,2.5164499282836914,774.0,980.0,2790.0,540.0,740.0,0.013512161563284442,7004,7004,7004
5,39633456459680496,292.5288952460362,66.35228309272541,main,dark,15935,PSO J292.5289+66.3523,21.833900451660156,20.343900680541992,19.537700653076172,19.29509925842285,19.253599166870117,0.05706699937582016,0.018765000626444817,0.00812700018286705,0.017849000170826912,0.040045998990535736,21.39150047302246,19.79010009765625,19.13759994506836,18.951200485229492,18.916799545288086,0.06871700286865234,0.023892000317573547,0.012614999897778034,0.02369599975645542,0.05027199909090996,3.1742899417877197,3.25927996635437,3.5655300617218018,2.8801300525665283,2.5164499282836914,774.0,980.0,2790.0,540.0,740.0,0.013512161563284442,7005,7005,7005
6,39633457604723796,101.68912901154272,66.49530074314262,main,bright,7834,PSO J101.6891+66.4953,19.86319923400879,18.97089958190918,18.443099975585938,18.10140037536621,17.873699188232422,0.010583999566733837,0.005667000077664852,0.0036770000588148832,0.006085999775677919,0.010882000438869,19.659799575805664,18.64080047607422,17.96430015563965,17.787799835205078,17.516700744628906,0.013501999899744987,0.008785000070929527,0.0067090000957250595,0.010522999800741673,0.016195999458432198,3.739150047302246,4.088429927825928,5.546370029449463,4.042610168457031,3.575659990310669,860.0,880.0,1845.0,600.0,680.0,0.00932443668660416,7006,7006,7006
7,39633457646665882,107.76961233501709,66.57664246553173,main,bright,7830,PSO J107.7696+66.5766,21.696699142456055,20.22640037536621,19.687999725341797,19.35770034790039,19.15220069885254,0.03989100083708763,0.01772399991750717,0.007280000019818544,0.016746999695897102,0.030202999711036682,21.614599227905273,20.151100158691406,19.428600311279297,19.207399368286133,18.988500595092773,0.05123300105333328,0.023561999201774597,0.010842000134289265,0.023694999516010284,0.041944000869989395,2.626569986343384,2.9337899684906006,3.280519962310791,2.6958000659942627,2.3375399112701416,688.0,720.0,2610.0,690.0,620.0,0.01597336558055801,7007,7007,7007
8,39633457667637906,110.96649159406977,66.56517631590546,main,bright,7829,PSO J110.9665+66.5652,20.65250015258789,19.543500900268555,19.020999908447266,18.777000427246094,18.614200592041016,0.02248300053179264,0.009006000123918056,0.004463000223040581,0.010569999925792217,0.02347699925303459,20.472200393676758,19.392799377441406,18.861600875854492,18.580900192260742,18.457000732421875,0.029451999813318253,0.012121000327169895,0.006876999977976084,0.015309999696910381,0.03343399986624718,3.374000072479248,3.0635900497436523,3.2103800773620605,3.102720022201538,2.5856099128723145,1118.0,1040.0,3330.0,780.0,900.0,0.013064480417888125,7008,7008,7008
9,39633457676029310,112.61855073129588,66.5482227198018,main,bright,7786,PSO J112.6185+66.5482,22.043399810791016,20.429000854492188,19.76420021057129,19.53030014038086,19.28689956665039,0.06364300101995468,0.014233999885618687,0.009587000124156475,0.017914999276399612,0.033654000610113144,21.894899368286133,20.181299209594727,19.441200256347656,19.217100143432617,18.875600814819336,0.09094599634408951,0.01843399927020073,0.014059999957680702,0.024139000102877617,0.04191900044679642,3.0416500568389893,2.78371000289917,3.4215199947357178,2.685659885406494,2.6737399101257324,1204.0,1080.0,3240.0,660.0,790.0,0.00934397425857662,7009,7009,7009
10,39633457684417828,113.91361659235564,66.47963608959783,main,bright,7786,PSO J113.9136+66.4796,21.868200302124023,20.48889923095703,19.859600067138672,19.74489974975586,19.544300079345703,0.08004699647426605,0.017455000430345535,0.011479999870061874,0.02402600087225437,0.04158699885010719,21.462600708007812,20.359500885009766,19.74020004272461,19.47949981689453,19.203899383544922,0.09811700135469437,0.023478999733924866,0.01538699958473444,0.03110099956393242,0.054037999361753464,3.640089988708496,2.7189199924468994,2.678770065307617,2.408169984817505,2.472320079803467,860.0,800.0,2700.0,690.0,870.0,0.03248346986257931,7010,7010,7010
11,39633457726357965,119.64503856979226,66.4981520125501,main,bright,7782,PSO J119.6450+66.4982,20.296100616455078,19.092500686645508,18.64299964904785,18.407899856567383,18.170299530029297,0.01397200021892786,0.005607000086456537,0.003082999959588051,0.006690999958664179,0.01498399954289198,19.929800033569336,18.719200134277344,18.18899917602539,17.898099899291992,17.75670051574707,0.016607999801635742,0.0071020000614225864,0.004360000137239695,0.009321999736130238,0.0207700002938509,3.7577500343322754,3.6746299266815186,3.8200700283050537,3.655280113220215,3.1429998874664307,860.0,880.0,2295.0,540.0,620.0,0.010197599949784674,7011,7011,7011
