Index,TARGETID ID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity,processing_index,original_index
0,39628017596632344,253.29295663061592,9.498482173831434,main,bright,31578,3599274,1.0762900114059448,0.4570582850596548,313.96564,1.2454634437068541,1.8621839569986538,0.437086418887633,6.879396431150317e-05,2900,2900
1,39628017680516047,258.2516154058225,9.449657909592998,main,dark,31573,3641872,1.0224499702453613,0.4341945247166109,169.98882,0.9282751911076079,0.928884626375083,0.0012636303898202472,2.9925820709042368e-05,2901,2901
2,39628017701493909,259.72552782105237,9.53035456220379,main,bright,31914,3641868,0.9852895140647888,0.418413931945207,201.88635,0.8075812409903943,0.8353547934405138,0.06627922779927009,2.9130862787848e-05,2902,2902
3,39628017709880810,260.1913692194651,9.619913555533492,main,bright,31913,3641877,0.9825360178947449,0.417244629783093,183.38042,1.0607463767114065,1.061267757211519,0.0,9.166699928257855e-05,2903,2903
4,39628017709880810,260.1913692194651,9.619913555533492,main,dark,31913,3641877,0.9825360178947449,0.417244629783093,183.38042,1.0607463767114065,1.061267757211519,0.0,9.166699928257855e-05,2904,2904
5,39628018708125619,320.47341629219983,9.430662148895932,main,bright,12367,3958234,0.9830265045166016,0.4174529202734393,195.16457,0.9264685601225605,0.9388101133915597,0.019333557062456097,0.00012403720570615932,2905,2905
6,39628019286934324,355.22983186331044,9.532578809401771,main,bright,19610,3970804,1.20632004737854,0.512276957181535,140.60666,3.1543979953551937,3.1542294710611007,0.002928181806119756,9.124462323166499e-05,2906,2906
7,39628019341459944,358.5101602284028,9.607770875412674,main,dark,19606,3978738,1.1147799491882324,0.47340345668476796,157.2927,0.9899556664273012,1.0737616404392298,0.15220093324540973,3.2272741886715064e-05,2907,2907
8,39628019404374275,2.296941976156006,9.780086086740074,main,dark,19561,4054614,1.0063199996948242,0.42734475690332346,132.98497,0.9101351657445831,1.0137034195652959,0.17909824557175547,2.7508638287835307e-05,2908,2908
9,39628019597316729,14.18548046553481,9.722221131193816,main,bright,18348,4011547,1.0295699834823608,0.4372181159468724,143.92845,1.122540829328442,1.1242422044264555,0.0024981034426563298,5.158737695687135e-05,2909,2909
10,39628019597316729,14.18548046553481,9.722221131193816,main,dark,18348,4011547,1.0295699834823608,0.4372181159468724,143.92845,1.122540829328442,1.1242422044264555,0.0024981034426563298,5.158737695687135e-05,2910,2910
11,39628019744114116,22.90511114873717,9.796533852016642,main,bright,18282,4028248,1.0851050019264221,0.4608016668688416,239.16194,0.79478683815308,0.85410816968679,0.1352274328073757,5.0010732869341606e-05,2911,2911
12,39628019773474172,24.659371381626027,9.74559741683972,main,dark,18281,4028199,1.0491299629211426,0.44552447442214377,132.68681,0.6628633765055778,0.6626988434356643,0.00012930616790907123,0.0008970543836610932,2912,2912
13,39628020004164408,38.76526782184696,9.861297859180011,main,dark,165,4021049,1.2160450220108032,0.5164067736627496,183.36499,1.0725858622715971,1.1104565653735239,0.06888996210595932,3.349738857667863e-05,2913,2913
14,39628021400866938,123.12811650660348,9.730717268825272,main,dark,22357,4477868,1.3621100187301636,0.5784348666491249,148.15385,1.2397071563272584,1.3061459407106917,0.0946571187561942,0.00023424134224911378,2914,2914
15,39628021837072659,149.42720624035027,9.680769914234086,main,bright,27558,4495944,1.209030032157898,0.5134277817573137,180.34743,1.1068280947005398,1.133751103843089,0.053255098035968174,0.00010719157274824817,2915,2915
16,39628021866436427,151.34873362831797,9.724043391867871,main,bright,27557,4495939,1.1730999946594238,0.4981696996910037,203.67319,0.738163402560665,0.7980286433860101,0.1435667610274437,4.3581116376623367e-05,2916,2916
17,39628022646571978,198.28954958450703,9.70334091107258,main,bright,26523,3498383,1.2855349779129028,0.5459164408871028,202.3191,1.2540779653166996,1.3066177519425215,0.0828840781978446,5.575022776755261e-05,2917,2917
